Settimana del;0-9;ott-19;20-29;30-39;40-49;50-59;60-69;70-79;80-89;90;Settimanale_0-9;Settimanale_10-19;Settimanale_20-29;Settimanale_30-39;Settimanale_40-49;Settimanale_50-59;Settimanale_60-69;Settimanale_70-79;Settimanale_80-89;Settimanale_90
2021-04-14;33,85714286;50,57142857;59,71428571;55,42857143;64,28571429;64,14285714;49,14285714;37,28571429;13,14285714;3,428571429;;;;;;;;;;
2021-04-15;31,85714286;49,28571429;54,14285714;51,14285714;61,14285714;61,28571429;46,57142857;35,42857143;12,14285714;3,571428571;;;;;;;;;;
2021-04-16;37;51,85714286;53,85714286;52,28571429;61,42857143;62,42857143;47,14285714;33,28571429;12;4,428571429;197,00;302,57;368,86;341,43;396,86;396,29;297,43;220,43;78,43;20,14
2021-04-17;35,42857143;52,14285714;53,14285714;49,57142857;56;61;43,14285714;29,85714286;11,42857143;4,571428571;;;;;;;;;;
2021-04-18;38,14285714;52,42857143;51,85714286;51,57142857;59,14285714;63,85714286;45,57142857;28,14285714;11;4,428571429;;;;;;;;;;
2021-04-19;36;48,71428571;50,28571429;50,85714286;58,14285714;62;44;25,14285714;8,714285714;4;;;;;;;;;;
2021-04-20;41,28571429;51;50,28571429;56,42857143;60,42857143;62,42857143;42;25,57142857;9;4,142857143;;;;;;;;;;
2021-04-21;41,71428571;50;52,14285714;56,57142857;59,42857143;62,14285714;41,42857143;23,71428571;9,285714286;4;;;;;;;;;;
2021-04-22;45,71428571;49,28571429;55,71428571;60,14285714;58,57142857;62,57142857;43,57142857;23,28571429;9,428571429;4;;;;;;;;;;
2021-04-23;41,28571429;45;53;60,28571429;56,42857143;60,71428571;41,85714286;22,28571429;9,714285714;3;238,29;303,57;313,43;325,14;351,71;374,00;259,71;155,71;58,86;25,14
2021-04-24;45,42857143;47,71428571;50,71428571;65;58,28571429;62,42857143;44,57142857;25,57142857;11,42857143;3,285714286;;;;;;;;;;
2021-04-25;42,57142857;46,85714286;46,28571429;63,42857143;54,85714286;59,14285714;39,57142857;24,85714286;11,42857143;2,714285714;;;;;;;;;;
2021-04-26;40,71428571;44,85714286;41,28571429;59,14285714;53,28571429;55,85714286;38,85714286;25;11,71428571;2,857142857;;;;;;;;;;
2021-04-27;34,42857143;40,42857143;38,28571429;54,71428571;51,14285714;52,14285714;37,71428571;23;11,57142857;2,428571429;;;;;;;;;;
2021-04-28;33,14285714;41,28571429;36,28571429;54,85714286;50,71428571;52,28571429;37,57142857;23,42857143;11;2,428571429;;;;;;;;;;
2021-04-29;31;40;31,28571429;51,42857143;49,85714286;52,14285714;36,42857143;23,71428571;11,28571429;1,857142857;;;;;;;;;;
2021-04-30;29,42857143;38,42857143;29,57142857;45,85714286;47,57142857;46,71428571;33,57142857;22,28571429;10;1,857142857;227,29;261,14;244,14;348,57;318,14;334,00;234,71;145,57;68,43;15,57
2021-05-01;27,42857143;39,14285714;30,14285714;41,57142857;47,14285714;43,42857143;30,71428571;20;8,571428571;1,714285714;;;;;;;;;;
2021-05-02;28,42857143;38,57142857;31,85714286;41,57142857;45,42857143;42,14285714;30,57142857;19,28571429;8;2,142857143;;;;;;;;;;
2021-05-03;27,42857143;38,85714286;33,57142857;43,28571429;41,71428571;41,42857143;28,71428571;20,28571429;7,714285714;1,857142857;;;;;;;;;;
2021-05-04;28,57142857;37,57142857;35,28571429;42,28571429;41,71428571;41,14285714;30,71428571;21;7,428571429;1,714285714;;;;;;;;;;
2021-05-05;28,14285714;36,42857143;34,42857143;41,42857143;41;41,42857143;30,42857143;20,28571429;7,142857143;1,857142857;;;;;;;;;;
2021-05-06;26,85714286;34,14285714;34,71428571;40;37,42857143;36,42857143;30,85714286;19,57142857;6;2,142857143;;;;;;;;;;
2021-05-07;27,85714286;34,85714286;36,28571429;39,42857143;38,14285714;38;32,71428571;19,85714286;6,142857143;2,285714286;166,86;224,71;200,00;250,14;254,43;246,00;182,00;120,43;44,86;11,43
2021-05-08;23,14285714;29,14285714;32,57142857;35,14285714;33,57142857;36,28571429;32,42857143;19,57142857;6;2,142857143;;;;;;;;;;
2021-05-09;21,42857143;26,71428571;30;32,42857143;31,71428571;33,85714286;29,42857143;19,28571429;5,428571429;2,714285714;;;;;;;;;;
2021-05-10;20,71428571;27,85714286;28,28571429;29,14285714;33,14285714;32,28571429;29,71428571;17;5,285714286;2,714285714;;;;;;;;;;
2021-05-11;20,57142857;28,71428571;26,42857143;27,28571429;31,42857143;31,28571429;28,42857143;15,57142857;5,142857143;2,857142857;;;;;;;;;;
2021-05-12;19,71428571;28,28571429;26,28571429;26,14285714;29,85714286;29,42857143;27,28571429;14,57142857;5;2,714285714;;;;;;;;;;
2021-05-13;18;29,14285714;24,71428571;24,71428571;29,71428571;30,57142857;23,57142857;12,85714286;5,428571429;2,714285714;;;;;;;;;;
2021-05-14;17,71428571;26,85714286;22,14285714;24;25;29,42857143;20,28571429;11,57142857;5;2,857142857;123,57;169,86;168,29;174,86;189,43;193,71;170,86;98,86;32,29;15,86
2021-05-15;20;26,14285714;21,57142857;26;23,85714286;27,85714286;18,85714286;10,14285714;4;2,857142857;;;;;;;;;;
2021-05-16;19,28571429;27,71428571;21;26;22,28571429;28,71428571;18,71428571;8,857142857;4,428571429;2;;;;;;;;;;
2021-05-17;19,57142857;26,42857143;20,14285714;24,85714286;20,85714286;27,57142857;16,57142857;7,857142857;4;1,571428571;;;;;;;;;;
2021-05-18;19,57142857;26,28571429;20;23,85714286;20,57142857;27,71428571;16,57142857;7,142857143;4,428571429;1,571428571;;;;;;;;;;
2021-05-19;19,42857143;25,85714286;19;22,85714286;20,14285714;26,71428571;16,71428571;7,142857143;4,142857143;1,571428571;;;;;;;;;;
2021-05-20;20,28571429;23,71428571;18,42857143;23,71428571;21,71428571;26;15,57142857;7,142857143;3,857142857;1,428571429;;;;;;;;;;
2021-05-21;18,42857143;22,85714286;17,28571429;22;22,57142857;23,57142857;15,42857143;6,428571429;4;0,857142857;118,14;156,14;120,14;147,29;129,43;164,57;103,00;48,29;24,86;11,00
2021-05-22;16,14285714;22,28571429;17,85714286;19,14285714;23,14285714;23,57142857;13,85714286;6;4,285714286;0,428571429;;;;;;;;;;
2021-05-23;15,28571429;20,57142857;19,42857143;18;24,14285714;23,42857143;13,85714286;6,571428571;4,428571429;0,285714286;;;;;;;;;;
2021-05-24;15,14285714;18,71428571;18,71428571;19,14285714;22,71428571;24,42857143;13,42857143;6,285714286;5;0,714285714;;;;;;;;;;
2021-05-25;13,57142857;16,57142857;18,71428571;19,71428571;23,28571429;24,28571429;11,71428571;6,285714286;4,142857143;0,571428571;;;;;;;;;;
2021-05-26;13,28571429;15,71428571;18,71428571;18,85714286;22,71428571;24;10,71428571;6,142857143;4,142857143;0,571428571;;;;;;;;;;
2021-05-27;11,85714286;16;17,57142857;16,85714286;20;21,71428571;11,28571429;6,428571429;4,428571429;0,571428571;;;;;;;;;;
2021-05-28;11,14285714;16,85714286;17,57142857;17,14285714;19,28571429;21;10,85714286;6,428571429;4,571428571;0,714285714;85,29;109,86;111,00;111,71;136,00;141,43;74,86;37,71;26,43;3,14
2021-05-29;10;14,85714286;16,57142857;17;18;18,85714286;10,71428571;6;4,571428571;0,714285714;;;;;;;;;;
2021-05-30;9,571428571;16;14,28571429;15,14285714;16,42857143;16,57142857;10,85714286;5,142857143;4,285714286;0,714285714;;;;;;;;;;
2021-05-31;8,428571429;15,42857143;14,71428571;13,28571429;17;15,42857143;10;5,571428571;3,714285714;0,285714286;;;;;;;;;;
2021-06-01;7,857142857;15,14285714;13,71428571;12,14285714;15,85714286;13,42857143;9,857142857;5,142857143;3,857142857;0,285714286;;;;;;;;;;
2021-06-02;8,285714286;15,71428571;14,14285714;13,14285714;16,57142857;13,71428571;10,14285714;5,714285714;4,571428571;0,285714286;;;;;;;;;;
2021-06-03;7,428571429;14,57142857;14,14285714;13,57142857;15,42857143;14;8,857142857;4,714285714;3,428571429;0,285714286;;;;;;;;;;
2021-06-04;7,285714286;12,57142857;12,71428571;13;14,14285714;13,28571429;7,428571429;4,428571429;2,857142857;0,285714286;51,57;91,71;87,57;84,29;99,29;92,00;60,43;32,29;24,43;2,57
2021-06-05;7;12,85714286;12;13,14285714;13,28571429;13;7,285714286;5;2,857142857;0,428571429;;;;;;;;;;
2021-06-06;6,714285714;11,28571429;14,42857143;15,42857143;13,42857143;12,85714286;5,714285714;5,285714286;2,571428571;0,428571429;;;;;;;;;;
2021-06-07;5,714285714;10,71428571;12,42857143;14,85714286;11,28571429;10,42857143;5,714285714;4,571428571;2,428571429;0,428571429;;;;;;;;;;
2021-06-08;5,571428571;10,85714286;12,28571429;14,71428571;10,57142857;10,57142857;5;4,428571429;2,142857143;0,428571429;;;;;;;;;;
2021-06-09;5,857142857;10,28571429;11,71428571;14,14285714;10,42857143;10,14285714;4,714285714;3,857142857;1,428571429;0,428571429;;;;;;;;;;
2021-06-10;4,857142857;10,42857143;11,14285714;12,42857143;9,428571429;8,285714286;4,714285714;3,714285714;1,285714286;0,428571429;;;;;;;;;;
2021-06-11;4,428571429;11,28571429;11,28571429;10,42857143;9,714285714;7,571428571;3,714285714;3,285714286;1;0,285714286;35,71;66,43;74,00;84,71;68,43;65,29;33,14;26,86;12,71;2,57
2021-06-12;5,142857143;11,28571429;11,85714286;10,14285714;9,142857143;7,571428571;4;2,857142857;0,714285714;0,142857143;;;;;;;;;;
2021-06-13;4,142857143;10,14285714;8,142857143;7;8;7,142857143;4,285714286;2,428571429;0,714285714;0,285714286;;;;;;;;;;
2021-06-14;5,428571429;11,85714286;8,857142857;7,571428571;8,714285714;7,428571429;3,714285714;3,285714286;0,714285714;0,428571429;;;;;;;;;;
2021-06-15;5,571428571;12;8,428571429;7,428571429;8,285714286;6,714285714;4,142857143;3,428571429;0,714285714;0,571428571;;;;;;;;;;
2021-06-16;4,857142857;12;8,142857143;7;7,714285714;6,714285714;4,142857143;3,428571429;0,714285714;0,571428571;;;;;;;;;;
2021-06-17;5;11,42857143;7;6,857142857;7,571428571;7,428571429;3,857142857;3,428571429;0,857142857;0,571428571;;;;;;;;;;
2021-06-18;4,285714286;10;6;6,714285714;6,285714286;7;3,714285714;2,857142857;1;0,571428571;30,14;68,71;52,43;46,00;49,43;43,00;24,14;18,86;4,43;2,57
2021-06-19;3,571428571;10,14285714;5,714285714;6,142857143;6,142857143;6;2,857142857;2,428571429;1,142857143;0,571428571;;;;;;;;;;
2021-06-20;3,571428571;9,285714286;6,142857143;6,285714286;5,857142857;5,285714286;3;2,428571429;1;0,428571429;;;;;;;;;;
2021-06-21;2,285714286;6,857142857;6,285714286;4,714285714;4,285714286;4,142857143;3;1,285714286;0,857142857;0,285714286;;;;;;;;;;
2021-06-22;;;;;;;;;;;;;;;;;;;;
2021-06-23;;;;;;;;;;;;;;;;;;;;
2021-06-24;;;;;;;;;;;;;;;;;;;;
2021-06-25;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
